#id: 3536693818
#name: H.sapiens - Brain (Integrated)
#score: 32.4
#coverage: 69
#description: integrated dataset: weighted average of all H.sapiens BRAIN: 32.4; Coverage: 69
#organ: BRAIN
#integrated: true
#weights: human_brain_Martens_2006_proteomics:0.251;PXD012101_Betz:0.251;PXD037133_brain_control:0.151;PXD012101_Purkinje:0.12;9606-PA_brain_201308:0.083;human_brain_atlas_201106:0.083;PXD020192_brain:0.031;PXD010154_Wang_Mol_Syst_Bio_2019_human_deep_proteome_Brain:0.016;human_brain_PA_2015-1:0.007;Fetal_Brain_Kim_2014_SEQUEST:0.007;
#publication_year: 2026
#filename: 9606-BRAIN-integrated.txt
#
#gene_name	string_external_id	abundance
H2AC8	9606.ENSP00000303373	275
H2AW	9606.ENSP00000355656	275
H2AC4	9606.ENSP00000483842	275
SYT2	9606.ENSP00000356237	274
KRAS	9606.ENSP00000256078	274
RHOC	9606.ENSP00000285735	273
NPEPPS	9606.ENSP00000320324	273
ATP6V1G2	9606.ENSP00000302194	272
SCAMP5	9606.ENSP00000355387	271
NPTN	9606.ENSP00000290401	271
RPL24	9606.ENSP00000377640	270
TCP1	9606.ENSP00000317334	270
RAP1B	9606.ENSP00000250559	269
NUDT21	9606.ENSP00000300291	269
KRT27	9606.ENSP00000301656	266
ALDH7A1	9606.ENSP00000387123	266
NDUFS8	9606.ENSP00000315774	266
FAM162A	9606.ENSP00000419088	266
SV2A	9606.ENSP00000358142	265
NAPA	9606.ENSP00000263354	264
RPS26	9606.ENSP00000348849	264
CORO1A	9606.ENSP00000219150	264
H2AC14	9606.ENSP00000328484	263
H2AC13	9606.ENSP00000351589	263
H2AC11	9606.ENSP00000352119	263
H2AC17	9606.ENSP00000352627	263
H2AC12	9606.ENSP00000366679	263
H2AC15	9606.ENSP00000482431	263
H2AC16	9606.ENSP00000482538	263
H2AJ	9606.ENSP00000438553	263
H2AC7	9606.ENSP00000341094	263
MAP2K1	9606.ENSP00000302486	262
POTEI	9606.ENSP00000392718	260
AKR7A2	9606.ENSP00000235835	259
HPCAL4	9606.ENSP00000481834	259
NAPG	9606.ENSP00000324628	258
PRRT2	9606.ENSP00000456226	258
MAOB	9606.ENSP00000367309	256
REEP5	9606.ENSP00000368959	256
MPC1	9606.ENSP00000354223	252
SRP68	9606.ENSP00000312066	252
HNRNPU	9606.ENSP00000491215	252
ARL6IP5	9606.ENSP00000273258	251
ARF5	9606.ENSP00000000233	251
HNRNPL	9606.ENSP00000221419	251
ALDH1A1	9606.ENSP00000297785	250
TOMM70	9606.ENSP00000284320	250
FKBP3	9606.ENSP00000216330	249
ORM1	9606.ENSP00000259396	249
MAPK3	9606.ENSP00000263025	249
RPS16	9606.ENSP00000367806	248
E5RI56_HUMAN	9606.ENSP00000430774	248
PDXK	9606.ENSP00000291565	247
NCDN	9606.ENSP00000362340	247
ALDH5A1	9606.ENSP00000314649	247
CCT7	9606.ENSP00000258091	246
CADM3	9606.ENSP00000357106	245
CCT4	9606.ENSP00000377958	245
RPL23	9606.ENSP00000420311	244
NDUFB9	9606.ENSP00000276689	244
RPL31	9606.ENSP00000386717	244
H1-2	9606.ENSP00000339566	243
MOBP	9606.ENSP00000312293	243
RPL18A	9606.ENSP00000222247	242
NDUFAB1	9606.ENSP00000458770	242
PDXP	9606.ENSP00000215904	242
CAPZA2	9606.ENSP00000354947	241
RPL9	9606.ENSP00000494697	241
ARL8A	9606.ENSP00000272217	241
ATP2B4	9606.ENSP00000350310	241
EIF4H	9606.ENSP00000265753	240
EEF2	9606.ENSP00000307940	240
AP1B1	9606.ENSP00000350199	240
CACYBP	9606.ENSP00000356652	239
HNRNPC	9606.ENSP00000451291	239
SLC3A2	9606.ENSP00000367123	239
PCSK1N	9606.ENSP00000218230	239
RPL36	9606.ENSP00000464342	239
CHCHD3	9606.ENSP00000389297	239
EPB41L1	9606.ENSP00000337168	238
NDUFB4	9606.ENSP00000184266	238
UBC	9606.ENSP00000441543	238
COX7C	9606.ENSP00000425759	237
DPYSL5	9606.ENSP00000288699	237
RAB11A	9606.ENSP00000261890	235
TALDO1	9606.ENSP00000321259	234
IGLL5	9606.ENSP00000431254	233
DCTN2	9606.ENSP00000408910	233
ATP6V1H	9606.ENSP00000352522	233
NDUFA7	9606.ENSP00000301457	233
CRYZ	9606.ENSP00000399805	232
ARL8B	9606.ENSP00000479202	232
ZNF503	9606.ENSP00000361602	231
HSPA1L	9606.ENSP00000364805	230
F5H423_HUMAN	9606.ENSP00000438507	229
ADD2	9606.ENSP00000264436	229
PGK2	9606.ENSP00000305995	228
ACTN4	9606.ENSP00000252699	228
DLAT	9606.ENSP00000280346	226
CPLX1	9606.ENSP00000305613	226
RPL29	9606.ENSP00000294189	226
VCAN	9606.ENSP00000265077	226
PHGDH	9606.ENSP00000493382	225
RAB11B	9606.ENSP00000333547	225
NCS1	9606.ENSP00000361475	225
ATP2B1	9606.ENSP00000392043	224
TMED10	9606.ENSP00000303145	224
KRT28	9606.ENSP00000305263	222
USP5	9606.ENSP00000229268	222
RPL3	9606.ENSP00000346001	222
RALB	9606.ENSP00000272519	222
CADM2	9606.ENSP00000384193	221
ELOC	9606.ENSP00000478121	221
CKM	9606.ENSP00000221476	221
H2AZ1	9606.ENSP00000296417	221
H2AZ2	9606.ENSP00000308405	221
ATP2B2	9606.ENSP00000353414	220
ARF4	9606.ENSP00000306010	220
EHD3	9606.ENSP00000327116	219
RAB6B	9606.ENSP00000285208	219
FAM49B	9606.ENSP00000429150	217
ATP6V1C1	9606.ENSP00000430282	216
HEPACAM	9606.ENSP00000298251	216
POTEJ	9606.ENSP00000387176	215
NDUFC2	9606.ENSP00000281031	215
NCALD	9606.ENSP00000379256	214
HSPE1-MOB4	9606.ENSP00000474534	214
PGD	9606.ENSP00000270776	214
ERMN	9606.ENSP00000380453	213
MAL2	9606.ENSP00000479708	213
LASP1	9606.ENSP00000325240	212
DLG4	9606.ENSP00000497806	212
CAND1	9606.ENSP00000442318	211
NDUFS5	9606.ENSP00000362058	211
HADHB	9606.ENSP00000325136	210
ANXA2	9606.ENSP00000346032	210
LMNA	9606.ENSP00000357283	210
G3BP2	9606.ENSP00000352738	209
NDUFA9	9606.ENSP00000266544	209
CYB5B	9606.ENSP00000308430	209
KRT25	9606.ENSP00000310573	208
BCAN	9606.ENSP00000331210	208
GRHPR	9606.ENSP00000313432	208
ATP2A3	9606.ENSP00000353072	208
RPS12	9606.ENSP00000230050	207
ALDH9A1	9606.ENSP00000346827	206
NDUFB7	9606.ENSP00000215565	206
P4HB	9606.ENSP00000327801	203
HEBP1	9606.ENSP00000014930	203
H1-3	9606.ENSP00000244534	203
EIF5AL1	9606.ENSP00000430706	203
PGAM2	9606.ENSP00000297283	203
RPL26	9606.ENSP00000463784	202
MYL12B	9606.ENSP00000463559	202
PTGES3	9606.ENSP00000482075	201
SH3BGRL3	9606.ENSP00000270792	201
PTPA	9606.ENSP00000377036	201
CAP1	9606.ENSP00000361883	201
MSN	9606.ENSP00000353408	200
DYNC1H1	9606.ENSP00000348965	198
AHCYL1	9606.ENSP00000358814	198
TBCB	9606.ENSP00000221855	198
GMFB	9606.ENSP00000350757	198
HSD17B10	9606.ENSP00000168216	197
DNM2	9606.ENSP00000373905	197
GNAQ	9606.ENSP00000286548	197
RAB6A	9606.ENSP00000311449	196
RPL30	9606.ENSP00000428085	196
APOE	9606.ENSP00000252486	196
RAP1GDS1	9606.ENSP00000340454	196
LHPP	9606.ENSP00000357835	196
SRSF3	9606.ENSP00000362820	195
NONO	9606.ENSP00000276079	195
PRKRA	9606.ENSP00000318176	195
COTL1	9606.ENSP00000262428	193
NDUFS7	9606.ENSP00000233627	193
S100A13	9606.ENSP00000392767	193
MLLT6	9606.ENSP00000479910	192
NSFL1C	9606.ENSP00000418529	192
DECR1	9606.ENSP00000220764	192
RPS27	9606.ENSP00000499044	190
CBR3	9606.ENSP00000290354	190
RPS5	9606.ENSP00000472985	190
PPP3CB	9606.ENSP00000378306	190
OMG	9606.ENSP00000247271	190
PCBP1	9606.ENSP00000305556	190
hCG_2039566	9606.ENSP00000489311	189
KRT75	9606.ENSP00000252245	189
ATP4A	9606.ENSP00000262623	188
ILF2	9606.ENSP00000355011	188
GSTM5	9606.ENSP00000256593	188
HNRNPA1	9606.ENSP00000341826	187
B2M	9606.ENSP00000497910	187
GNG12	9606.ENSP00000360021	187
SFXN3	9606.ENSP00000224807	186
ASAH1	9606.ENSP00000371152	185
ALDH4A1	9606.ENSP00000364490	185
DYNLL1	9606.ENSP00000376297	185
OGDH	9606.ENSP00000388183	184
F8VP50_HUMAN	9606.ENSP00000450353	184
KCTD12	9606.ENSP00000366694	184
MYL12A	9606.ENSP00000464359	184
COX7A2L	9606.ENSP00000367938	183
MTCH1	9606.ENSP00000362730	183
SOX3	9606.ENSP00000359567	183
AHCY	9606.ENSP00000217426	183
SRSF1	9606.ENSP00000258962	183
OPA1	9606.ENSP00000354681	183
RAB5B	9606.ENSP00000353444	182
HP	9606.ENSP00000348170	180
RAB2B	9606.ENSP00000380869	180
HPCA	9606.ENSP00000362566	180
ECH1	9606.ENSP00000221418	180
RPL26L1	9606.ENSP00000428223	180
AUH	9606.ENSP00000364883	179
PFKL	9606.ENSP00000269848	179
RTN3	9606.ENSP00000367050	179
NDUFB5	9606.ENSP00000259037	178
ANK2	9606.ENSP00000349588	176
SNX3	9606.ENSP00000230085	176
CD59	9606.ENSP00000498879	176
ENOPH1	9606.ENSP00000273920	176
LY6H	9606.ENSP00000399485	176
TRNP1	9606.ENSP00000429216	176
NDUFB8	9606.ENSP00000299166	175
CDC37	9606.ENSP00000222005	175
AKR1A1	9606.ENSP00000361140	175
DARS1	9606.ENSP00000264161	173
GRB2	9606.ENSP00000376345	173
APOO	9606.ENSP00000368528	173
FOXA1	9606.ENSP00000250448	173
RPL32	9606.ENSP00000416429	173
HNRNPM	9606.ENSP00000325376	173
PDHA2	9606.ENSP00000295266	172
ACTR3	9606.ENSP00000263238	172
CCDC180	9606.ENSP00000501085	172
CAMKV	9606.ENSP00000419195	171
ACTR1B	9606.ENSP00000289228	171
RPL10	9606.ENSP00000413436	171
PRKCSH	9606.ENSP00000466134	171
HSPA4	9606.ENSP00000302961	170
HDHD2	9606.ENSP00000300605	170
GATD3A	9606.ENSP00000291577	169
GATD3B	9606.ENSP00000480313	169
RPS21	9606.ENSP00000345957	169
STRAP	9606.ENSP00000392270	168
RPL17	9606.ENSP00000463842	168
NDUFA3	9606.ENSP00000418438	168
NDUFB3	9606.ENSP00000407336	167
SUB1	9606.ENSP00000265073	167
ACTN2	9606.ENSP00000355537	166
SDHB	9606.ENSP00000364649	166
PAFAH1B2	9606.ENSP00000435289	166
HYOU1	9606.ENSP00000480150	166
LMNB2	9606.ENSP00000327054	166
RAB5C	9606.ENSP00000447053	166
ARPC4	9606.ENSP00000388169	164
CMPK1	9606.ENSP00000360939	164
CALB2	9606.ENSP00000307508	164
MT-CO1	9606.ENSP00000354499	163
RAB3B	9606.ENSP00000360718	163
SFPQ	9606.ENSP00000349748	163
RPS17	9606.ENSP00000498019	163
UBE2D3	9606.ENSP00000349722	162
ARPC3	9606.ENSP00000228825	162
PDIA6	9606.ENSP00000385385	161
ATL1	9606.ENSP00000351155	161
BCAP31	9606.ENSP00000392330	161
VPS35	9606.ENSP00000299138	160
ME3	9606.ENSP00000440246	160
HNRNPH3	9606.ENSP00000265866	160
HNRNPH2	9606.ENSP00000361927	160
RUFY3	9606.ENSP00000370394	160
SYNGR3	9606.ENSP00000248121	160
HPX	9606.ENSP00000265983	160
RDX	9606.ENSP00000496414	160
FUS	9606.ENSP00000254108	160
NRCAM	9606.ENSP00000368314	160
EEF1D	9606.ENSP00000410059	159
SPTBN2	9606.ENSP00000432568	159
DCLK1	9606.ENSP00000353846	159
CAP2	9606.ENSP00000229922	159
NECAP1	9606.ENSP00000491067	158
PHF24	9606.ENSP00000242315	157
BMP2K	9606.ENSP00000334836	157
TOLLIP	9606.ENSP00000314733	156
PRXL2A	9606.ENSP00000482445	156
HSPH1	9606.ENSP00000487365	156
OLA1	9606.ENSP00000284719	155
KRT79	9606.ENSP00000328358	155
HMOX2	9606.ENSP00000477572	155
PDHX	9606.ENSP00000227868	155
MBD2	9606.ENSP00000256429	154
KRT13	9606.ENSP00000246635	153
GNAZ	9606.ENSP00000478892	153
SH3GLB2	9606.ENSP00000361634	153
AK4	9606.ENSP00000378743	153
XRCC6	9606.ENSP00000352257	153
PDCD10	9606.ENSP00000376506	152
UBE2D2	9606.ENSP00000381717	152
PPP1R1B	9606.ENSP00000254079	151
AK3	9606.ENSP00000371230	151
RAB5A	9606.ENSP00000273047	151
RAC2	9606.ENSP00000249071	151
MYH10	9606.ENSP00000353590	150
PSMA1	9606.ENSP00000414359	149
PAFAH1B1	9606.ENSP00000380378	149
CADM4	9606.ENSP00000222374	149
NDRG4	9606.ENSP00000377823	149
GANAB	9606.ENSP00000340466	148
GSTM1	9606.ENSP00000311469	148
TRIM2	9606.ENSP00000339659	148
ACADVL	9606.ENSP00000438689	148
ARPC5L	9606.ENSP00000345361	146
UBE2V2	9606.ENSP00000428209	146
MARS1	9606.ENSP00000262027	146
MRPS36	9606.ENSP00000256441	145
CTNNB1	9606.ENSP00000495360	144
NUTF2	9606.ENSP00000219169	144
APMAP	9606.ENSP00000217456	144
PLEC	9606.ENSP00000323856	144
ANXA1	9606.ENSP00000366109	143
PYGM	9606.ENSP00000164139	143
NLN	9606.ENSP00000370372	143
PCBP2	9606.ENSP00000352438	143
KRT4	9606.ENSP00000448220	143
ATP6V1B1	9606.ENSP00000234396	143
SRSF7	9606.ENSP00000325905	142
RARS1	9606.ENSP00000231572	142
HACD3	9606.ENSP00000261875	142
RPL17-C18orf32	9606.ENSP00000463379	141
TPP1	9606.ENSP00000299427	141
H1-0	9606.ENSP00000344504	141
ABHD10	9606.ENSP00000273359	141
RAB8B	9606.ENSP00000312734	141
PGRMC2	9606.ENSP00000481886	141
CLTCL1	9606.ENSP00000441158	140
AARS1	9606.ENSP00000261772	140
H3BN98_HUMAN	9606.ENSP00000454746	139
ENSP00000485630	9606.ENSP00000485630	138
ELAVL3	9606.ENSP00000352162	138
KPNB1	9606.ENSP00000290158	138
E7ENQ6_HUMAN	9606.ENSP00000452549	138
STMN2	9606.ENSP00000429243	138
OXR1	9606.ENSP00000405424	138
SRSF2	9606.ENSP00000376276	138
PREP	9606.ENSP00000499089	138
PGM1	9606.ENSP00000360124	138
ADH5	9606.ENSP00000296412	138
LETM1	9606.ENSP00000305653	138
NRAS	9606.ENSP00000358548	138
HSD17B12	9606.ENSP00000278353	137
GPD2	9606.ENSP00000308610	137
VAT1	9606.ENSP00000347872	137
MYL9	9606.ENSP00000279022	136
SLIRP	9606.ENSP00000450909	135
HNRNPH1	9606.ENSP00000349168	135
ZNF281	9606.ENSP00000294740	135
NCAM2	9606.ENSP00000383392	134
EIF4A1	9606.ENSP00000293831	134
DPP6	9606.ENSP00000367001	134
VAT1L	9606.ENSP00000303129	134
RAP2A	9606.ENSP00000245304	134
CAPZA1	9606.ENSP00000263168	134
TMEM65	9606.ENSP00000297632	133
DDAH2	9606.ENSP00000364949	133
DDX1	9606.ENSP00000370745	133
NIPSNAP3A	9606.ENSP00000363899	133
KBTBD11	9606.ENSP00000321544	132
NARS1	9606.ENSP00000256854	132
GJA1	9606.ENSP00000282561	132
EPB41L2	9606.ENSP00000357110	132
SSBP1	9606.ENSP00000419665	132
ATP6V1G1	9606.ENSP00000363162	131
DCTN1	9606.ENSP00000354791	131
CRIP2	9606.ENSP00000426119	130
ATP6V1E2	9606.ENSP00000304891	130
NDUFB11	9606.ENSP00000276062	130
PC	9606.ENSP00000498994	129
SSR4	9606.ENSP00000317331	129
EPN1	9606.ENSP00000406209	129
CYB5R1	9606.ENSP00000356218	129
LARS1	9606.ENSP00000377954	129
OGDHL	9606.ENSP00000363216	129
PPP1R7	9606.ENSP00000234038	128
ATP1B2	9606.ENSP00000250111	127
NCEH1	9606.ENSP00000442464	127
LGALS3	9606.ENSP00000254301	126
RPN1	9606.ENSP00000296255	126
RNH1	9606.ENSP00000433999	126
RAB8A	9606.ENSP00000300935	126
BSG	9606.ENSP00000333769	125
HRAS	9606.ENSP00000407586	125
AKAP12	9606.ENSP00000384537	125
DBN1	9606.ENSP00000377195	124
OCIAD1	9606.ENSP00000370882	124
B4DFI2_HUMAN	9606.ENSP00000417434	124
KRT15	9606.ENSP00000377546	123
ADD3	9606.ENSP00000348381	123
EPRS1	9606.ENSP00000355890	123
ATP5IF1	9606.ENSP00000335203	123
UTS2	9606.ENSP00000054668	123
RAP2B	9606.ENSP00000319096	123
SVIP	9606.ENSP00000346130	123
NEGR1	9606.ENSP00000350364	123
TAGLN2	9606.ENSP00000357076	123
MAPRE1	9606.ENSP00000364721	123
SLC17A7	9606.ENSP00000221485	122
CUTA	9606.ENSP00000499422	122
PHYHIP	9606.ENSP00000320017	122
HNRNPA1L2	9606.ENSP00000350090	122
SET	9606.ENSP00000361777	121
FHL1	9606.ENSP00000498684	121
ETFB	9606.ENSP00000346173	121
RPS27L	9606.ENSP00000331019	121
SYNCRIP	9606.ENSP00000358635	121
NAP1L4	9606.ENSP00000369915	121
SNRPD1	9606.ENSP00000300413	120
LRPPRC	9606.ENSP00000260665	120
RAB4B	9606.ENSP00000470246	120
LIN7C	9606.ENSP00000278193	120
PADI2	9606.ENSP00000364635	120
CLIC4	9606.ENSP00000363500	120
HNRNPR	9606.ENSP00000363745	120
PARP1	9606.ENSP00000355759	119
RTRAF	9606.ENSP00000261700	119
KHDRBS1	9606.ENSP00000313829	119
MYL6B	9606.ENSP00000450385	119
EIF2S1	9606.ENSP00000256383	119
AIMP1	9606.ENSP00000378191	118
ASRGL1	9606.ENSP00000400057	118
PSMB5	9606.ENSP00000355325	118
ADIRF	9606.ENSP00000361083	117
SEPTIN9	9606.ENSP00000391249	117
TPD52	9606.ENSP00000429309	117
ATP2A1	9606.ENSP00000349595	117
S100A6	9606.ENSP00000357709	117
ATP12A	9606.ENSP00000218548	116
RPS10-NUDT3	9606.ENSP00000492441	116
PSMB1	9606.ENSP00000262193	116
GNB3	9606.ENSP00000229264	116
NDUFC2-KCTD14	9606.ENSP00000478766	116
H3C13	9606.ENSP00000333277	116
H3C14	9606.ENSP00000358154	116
H3C15	9606.ENSP00000385479	116
RPL28	9606.ENSP00000452763	116
PDCD6IP	9606.ENSP00000411825	115
ATP2B3	9606.ENSP00000263519	115
PRNP	9606.ENSP00000399376	115
NDRG1	9606.ENSP00000404854	115
HAGH	9606.ENSP00000380514	114
TOMM40	9606.ENSP00000410339	114
IARS1	9606.ENSP00000364794	114
GC	9606.ENSP00000421725	114
USO1	9606.ENSP00000264904	114
CRYL1	9606.ENSP00000298248	114
PGLS	9606.ENSP00000252603	114
GLOD4	9606.ENSP00000301329	114
DUSP3	9606.ENSP00000226004	114
H3C12	9606.ENSP00000352252	114
H3C10	9606.ENSP00000358160	114
H3C4	9606.ENSP00000366999	114
H3C1	9606.ENSP00000480826	114
H3C11	9606.ENSP00000483283	114
H3C7	9606.ENSP00000484095	114
H3C8	9606.ENSP00000484638	114
H3C3	9606.ENSP00000484658	114
H3C2	9606.ENSP00000484841	114
H3C6	9606.ENSP00000489282	114
PSMB2	9606.ENSP00000362334	114
RTCB	9606.ENSP00000216038	114
PTPRZ1	9606.ENSP00000377047	113
HDGFL3	9606.ENSP00000299633	113
SLC9A3R1	9606.ENSP00000262613	113
RPS15	9606.ENSP00000466010	113
NUCKS1	9606.ENSP00000356110	113
RAB18	9606.ENSP00000478479	113
LIN7A	9606.ENSP00000447488	113
FIS1	9606.ENSP00000223136	113
CADPS	9606.ENSP00000373215	113
RPL37A	9606.ENSP00000418082	113
ACBD7	9606.ENSP00000367453	113
VARS1	9606.ENSP00000364815	113
NDUFA1	9606.ENSP00000360492	113
PPP1CB	9606.ENSP00000378769	112
NCKAP1	9606.ENSP00000354251	112
K7ESF4_HUMAN	9606.ENSP00000468690	112
MRPS31	9606.ENSP00000315397	112
RPS24	9606.ENSP00000414321	112
H3-4	9606.ENSP00000355657	111
ACAA2	9606.ENSP00000285093	111
PITHD1	9606.ENSP00000246151	111
FGG	9606.ENSP00000336829	111
ANP32A	9606.ENSP00000417864	111
KRT78	9606.ENSP00000306261	111
GCSH	9606.ENSP00000319531	111
HSPA4L	9606.ENSP00000296464	111
ILF3	9606.ENSP00000404121	111
PLCB1	9606.ENSP00000338185	110
DYNC1I1	9606.ENSP00000320130	110
CAPN1	9606.ENSP00000431984	110
MATR3-2	9606.ENSP00000354346	110
CALML3	9606.ENSP00000315299	110
PTMA	9606.ENSP00000344547	110
PSMB3	9606.ENSP00000483688	110
SYNPO	9606.ENSP00000377789	109
SEC61B	9606.ENSP00000223641	109
PSMA3	9606.ENSP00000216455	109
PSMA6	9606.ENSP00000261479	109
PRDX4	9606.ENSP00000368646	109
PLEKHB1	9606.ENSP00000346127	108
PRKACA	9606.ENSP00000309591	108
BAIAP2	9606.ENSP00000316338	108
PPA1	9606.ENSP00000362329	107
SAR1A	9606.ENSP00000362339	107
NCAN	9606.ENSP00000252575	107
FLOT1	9606.ENSP00000365569	107
TXNL1	9606.ENSP00000217515	107
NPTX1	9606.ENSP00000307549	107
FAM49A	9606.ENSP00000370724	107
MYO5A	9606.ENSP00000382177	106
PSMA4	9606.ENSP00000044462	106
HINT3	9606.ENSP00000229633	106
PRKCA	9606.ENSP00000408695	106
PICALM	9606.ENSP00000377015	106
RAB21	9606.ENSP00000261263	106
DDT	9606.ENSP00000381386	106
MATR3	9606.ENSP00000378284	105
YARS1	9606.ENSP00000362576	105
ELAVL2	9606.ENSP00000369453	105
SYNJ1	9606.ENSP00000409667	104
FN3K	9606.ENSP00000300784	104
APOA2	9606.ENSP00000356969	104
MPC2	9606.ENSP00000271373	104
PSMA5	9606.ENSP00000271308	104
UBE2L3	9606.ENSP00000400906	104
DNAJB2	9606.ENSP00000338019	104
MTDH	9606.ENSP00000338235	104
ARL3	9606.ENSP00000260746	104
FAF1	9606.ENSP00000379457	103
CDK5	9606.ENSP00000419782	103
SLC1A4	9606.ENSP00000234256	103
CRKL	9606.ENSP00000346300	103
ARPC1A	9606.ENSP00000262942	103
KRT3	9606.ENSP00000413479	103
PSMC1	9606.ENSP00000261303	103
UGP2	9606.ENSP00000338703	103
MTX2	9606.ENSP00000249442	103
CTBP1	9606.ENSP00000290921	103
PRAF2	9606.ENSP00000451962	102
XRCC5	9606.ENSP00000375978	102
XKR4	9606.ENSP00000328326	102
TIMM8A	9606.ENSP00000361993	102
SEPTIN3	9606.ENSP00000494051	102
KIAA0513	9606.ENSP00000457408	102
COX7A1	9606.ENSP00000292907	101
RHOG	9606.ENSP00000339467	101
PRKAR2B	9606.ENSP00000265717	101
EPHX1	9606.ENSP00000480004	101
CTNNA2	9606.ENSP00000384638	101
MAP4	9606.ENSP00000353375	101
U3KQV3_HUMAN	9606.ENSP00000476252	101
ALAD	9606.ENSP00000386284	101
MAOA	9606.ENSP00000340684	101
CYFIP2	9606.ENSP00000479719	101
AHCYL2	9606.ENSP00000315931	101
RAB12	9606.ENSP00000331748	101
PHYHIPL	9606.ENSP00000362987	101
HIBADH	9606.ENSP00000265395	100
PPP2CB	9606.ENSP00000221138	100
EIF3L	9606.ENSP00000499067	100.0
SND1	9606.ENSP00000346762	99.5
AHSA1	9606.ENSP00000216479	99.3
BDH1	9606.ENSP00000376184	99.2
KRT8	9606.ENSP00000449404	99.1
GARS1	9606.ENSP00000373918	98.9
STX7	9606.ENSP00000356918	98.8
VPS29	9606.ENSP00000480853	98.6
DDT-2	9606.ENSP00000385714	98.6
PSPC1	9606.ENSP00000343966	97.9
NAP1L1	9606.ENSP00000477538	97.8
KDM6B	9606.ENSP00000254846	97.8
GLIPR2	9606.ENSP00000367196	97.8
GLTP	9606.ENSP00000315263	97.5
ANXA7	9606.ENSP00000362010	97.2
NTM	9606.ENSP00000396722	96.6
GRIA2	9606.ENSP00000296526	96.5
EHD1	9606.ENSP00000479153	96.4
KTN1	9606.ENSP00000378725	96.3
OPCML	9606.ENSP00000330862	96.2
MICOS13	9606.ENSP00000468723	96.1
ARF6	9606.ENSP00000298316	96.0
IMPA1	9606.ENSP00000408526	96.0
VCL	9606.ENSP00000211998	95.7
INPP1	9606.ENSP00000376142	95.5
PPP1R14A	9606.ENSP00000301242	95.4
GNPDA1	9606.ENSP00000423674	95.2
EPDR1	9606.ENSP00000199448	95.2
KRT76	9606.ENSP00000330101	95.2
PIP4K2B	9606.ENSP00000482548	95.0
AFG3L2	9606.ENSP00000269143	95.0
SERPINB6	9606.ENSP00000484343	94.6
CRABP1	9606.ENSP00000299529	94.6
A2M	9606.ENSP00000323929	94.2
PIP4K2A	9606.ENSP00000365757	94.0
SH3BGRL2	9606.ENSP00000358853	93.8
S100A8	9606.ENSP00000357721	93.7
PABPC1	9606.ENSP00000313007	93.6
HNRNPA1P48	9606.ENSP00000493805	93.5
QARS1	9606.ENSP00000307567	93.4
PPP2CA	9606.ENSP00000418447	93.4
RBMX	9606.ENSP00000359645	93.3
GNAS	9606.ENSP00000360141	93.3
ME1	9606.ENSP00000358719	93.0
TOMM22	9606.ENSP00000216034	92.4
ENSP00000497305	9606.ENSP00000497305	92.2
USP14	9606.ENSP00000261601	92.2
PKLR	9606.ENSP00000339933	92.1
ORM2	9606.ENSP00000394936	92.0
FGB	9606.ENSP00000306099	91.4
PRKACB	9606.ENSP00000359719	91.3
ELAVL4	9606.ENSP00000349594	91.2
ANXA4	9606.ENSP00000377833	91.2
PSMA7	9606.ENSP00000359910	91.0
ACSL6	9606.ENSP00000498260	90.9
FLOT2	9606.ENSP00000378368	90.9
SARS1	9606.ENSP00000358939	90.7
PGM2L1	9606.ENSP00000298198	90.3
MT-ATP8	9606.ENSP00000355265	90.3
HDHD3	9606.ENSP00000238379	90.1
ISOC2	9606.ENSP00000085068	90.0
H3-2	9606.ENSP00000499501	90.0
MAT2A	9606.ENSP00000303147	89.9
STX12	9606.ENSP00000363054	89.8
GET3	9606.ENSP00000466379	89.6
DCTN3	9606.ENSP00000259632	89.4
APOOL	9606.ENSP00000362268	89.3
ERC2	9606.ENSP00000288221	89.2
NME3	9606.ENSP00000219302	89.1
S100A9	9606.ENSP00000357727	88.9
MGLL	9606.ENSP00000265052	88.9
NAXD	9606.ENSP00000311984	88.4
KARS1	9606.ENSP00000325448	88.4
RPH3A	9606.ENSP00000374036	88.4
KIF21A	9606.ENSP00000354878	88.4
PHPT1	9606.ENSP00000247665	88.4
TPD52L2	9606.ENSP00000217121	88.2
RCN2	9606.ENSP00000319739	88.2
L1CAM	9606.ENSP00000359077	88.0
SETSIP	9606.ENSP00000480946	88.0
SLC1A6	9606.ENSP00000221742	87.9
PDCD6	9606.ENSP00000264933	87.7
ACAT2	9606.ENSP00000356015	87.7
PCYOX1	9606.ENSP00000387654	87.6
RHEB	9606.ENSP00000262187	87.3
TSN	9606.ENSP00000374332	87.3
FKBP4	9606.ENSP00000001008	87.3
ATIC	9606.ENSP00000236959	87.2
LAP3	9606.ENSP00000226299	87.1
M0QYT0_HUMAN	9606.ENSP00000470059	87.1
MT-ND2	9606.ENSP00000355046	87.1
LRRC57	9606.ENSP00000326817	86.9
RAD23B	9606.ENSP00000350708	86.9
ENPP6	9606.ENSP00000296741	86.7
DIABLO-2	9606.ENSP00000398495	86.4
HEBP2	9606.ENSP00000475750	86.3
AK5	9606.ENSP00000346577	85.7
LDHAL6A	9606.ENSP00000280706	85.4
PRKCB	9606.ENSP00000496129	85.2
KRT19	9606.ENSP00000355124	85.1
BSCL2	9606.ENSP00000354032	85.1
HAPLN1	9606.ENSP00000274341	84.9
